DateTime,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose
55:00.0,1.30275,1.30295,1.30243,1.30258,1.30278,1.30295,1.30246,1.30257
56:00.0,1.30258,1.30383,1.30258,1.3038,1.30257,1.3038,1.30257,1.30379
57:00.0,1.3038,1.30392,1.30354,1.3039,1.30379,1.30391,1.30356,1.30388
58:00.0,1.3039,1.30437,1.30377,1.30381,1.30388,1.30436,1.3038,1.3038
59:00.0,1.30381,1.30383,1.30319,1.30359,1.3038,1.30381,1.30317,1.30355
00:00.0,1.30359,1.30397,1.30353,1.30387,1.30355,1.30393,1.30355,1.30393
01:00.0,1.30387,1.30401,1.30354,1.30368,1.30393,1.30401,1.30357,1.30372
02:00.0,1.30368,1.30403,1.3035,1.3039,1.30372,1.30405,1.30353,1.30394
03:00.0,1.3039,1.30434,1.3039,1.30393,1.30394,1.30434,1.30392,1.30392
04:00.0,1.30393,1.30435,1.30387,1.30429,1.30392,1.30434,1.3039,1.30432
05:00.0,1.30429,1.30436,1.3038,1.30383,1.30432,1.30436,1.30381,1.30385
06:00.0,1.30383,1.30406,1.30329,1.30359,1.30385,1.3041,1.30329,1.30362
07:00.0,1.30359,1.30374,1.30309,1.3032,1.30362,1.30376,1.30313,1.3032
08:00.0,1.3032,1.30354,1.3032,1.30342,1.3032,1.30353,1.3032,1.30347
09:00.0,1.30342,1.30361,1.3031,1.3036,1.30347,1.30363,1.30314,1.30362
10:00.0,1.3036,1.30403,1.3035,1.30398,1.30362,1.30399,1.30353,1.30399
11:00.0,1.30398,1.30419,1.30357,1.30358,1.30399,1.30416,1.3036,1.30363
12:00.0,1.30358,1.30405,1.30358,1.30393,1.30363,1.30409,1.30362,1.30395
13:00.0,1.30393,1.30424,1.30379,1.30424,1.30395,1.30427,1.30383,1.30427
14:00.0,1.30424,1.30469,1.30392,1.30433,1.30427,1.3047,1.30396,1.30435
15:00.0,1.30433,1.30442,1.30406,1.3042,1.30435,1.30445,1.30411,1.30423
16:00.0,1.3042,1.30423,1.30368,1.30373,1.30423,1.30424,1.30369,1.30374
17:00.0,1.30373,1.3038,1.30334,1.30353,1.30374,1.30376,1.3033,1.30357
18:00.0,1.30353,1.30364,1.30342,1.30349,1.30357,1.30364,1.30343,1.30352
19:00.0,1.30349,1.30366,1.30336,1.30346,1.30352,1.30366,1.30338,1.30345
20:00.0,1.30346,1.3041,1.30343,1.30401,1.30345,1.30411,1.30345,1.30404
21:00.0,1.30401,1.30423,1.30386,1.3042,1.30404,1.30423,1.3039,1.30423
22:00.0,1.3042,1.30435,1.30405,1.3041,1.30423,1.3044,1.30405,1.30411
23:00.0,1.3041,1.30424,1.30399,1.30406,1.30411,1.30427,1.30403,1.30409
24:00.0,1.30406,1.30447,1.30406,1.30434,1.30409,1.30447,1.30408,1.30435
25:00.0,1.30434,1.30453,1.3042,1.30448,1.30435,1.30454,1.30419,1.30451
26:00.0,1.30448,1.30463,1.30434,1.30441,1.30451,1.30463,1.30438,1.30444
27:00.0,1.30441,1.30489,1.30433,1.30479,1.30444,1.30488,1.30437,1.30481
28:00.0,1.30479,1.30498,1.30458,1.30491,1.30481,1.30499,1.30461,1.30495
29:00.0,1.30491,1.30574,1.30491,1.30543,1.30495,1.30573,1.30495,1.30545
30:00.0,1.30543,1.30555,1.3052,1.30539,1.30545,1.30556,1.3052,1.3054
31:00.0,1.30539,1.30545,1.30512,1.30516,1.3054,1.30547,1.30516,1.30522
32:00.0,1.30516,1.30536,1.30508,1.30535,1.30522,1.30539,1.30512,1.30538
33:00.0,1.30535,1.30568,1.30535,1.30568,1.30538,1.3057,1.30538,1.3057
34:00.0,1.30568,1.30592,1.30566,1.30577,1.3057,1.30593,1.3057,1.30578
35:00.0,1.30577,1.30577,1.30558,1.30559,1.30578,1.30578,1.30562,1.30562
36:00.0,1.30559,1.30567,1.30517,1.30522,1.30562,1.3057,1.30522,1.30526
37:00.0,1.30522,1.30531,1.30468,1.30468,1.30526,1.30533,1.30468,1.30468
38:00.0,1.30468,1.30505,1.30461,1.30495,1.30468,1.30507,1.30461,1.30497
39:00.0,1.30495,1.30498,1.30451,1.30468,1.30497,1.30499,1.30453,1.3047
40:00.0,1.30468,1.30481,1.30462,1.30464,1.3047,1.30483,1.30466,1.30466
41:00.0,1.30464,1.30464,1.3044,1.30442,1.30466,1.30467,1.30442,1.30443
42:00.0,1.30442,1.30463,1.30441,1.30449,1.30443,1.30466,1.30443,1.30454
43:00.0,1.30449,1.30454,1.30433,1.30438,1.30454,1.30455,1.30436,1.3044
44:00.0,1.30438,1.30441,1.30416,1.30427,1.3044,1.30444,1.3042,1.30429
45:00.0,1.30427,1.30439,1.30398,1.30405,1.30429,1.30439,1.30399,1.30406
46:00.0,1.30405,1.30414,1.30401,1.30407,1.30406,1.30417,1.30404,1.30412
47:00.0,1.30407,1.30435,1.30405,1.30421,1.30412,1.30439,1.30408,1.30426
48:00.0,1.30421,1.30431,1.30418,1.30429,1.30426,1.30434,1.30421,1.3043
49:00.0,1.30429,1.30445,1.30407,1.30418,1.3043,1.30448,1.3041,1.3042
50:00.0,1.30418,1.30427,1.30395,1.30411,1.3042,1.30429,1.30398,1.30408
51:00.0,1.30411,1.30444,1.30405,1.30438,1.30408,1.30447,1.30408,1.3044
52:00.0,1.30438,1.3046,1.30427,1.30428,1.3044,1.30462,1.3043,1.3043
53:00.0,1.30428,1.30438,1.30415,1.3042,1.3043,1.30441,1.30418,1.30422
54:00.0,1.3042,1.30466,1.30417,1.30466,1.30422,1.30468,1.30418,1.30468
55:00.0,1.30466,1.30482,1.30456,1.30467,1.30468,1.30485,1.30458,1.30467
56:00.0,1.30467,1.30487,1.30466,1.3048,1.30467,1.3049,1.30467,1.30483
57:00.0,1.3048,1.30504,1.30476,1.30477,1.30483,1.30505,1.30477,1.3048
58:00.0,1.30477,1.30483,1.30462,1.30472,1.3048,1.30485,1.30464,1.30472
59:00.0,1.30472,1.30502,1.30453,1.30455,1.30472,1.30505,1.30455,1.3046
00:00.0,1.30455,1.30476,1.30441,1.30448,1.3046,1.30479,1.30443,1.30449
01:00.0,1.30448,1.30453,1.30421,1.30421,1.30449,1.30455,1.30425,1.30425
02:00.0,1.30421,1.3044,1.3042,1.3044,1.30425,1.30444,1.30423,1.30444
03:00.0,1.3044,1.30453,1.30437,1.3045,1.30444,1.30456,1.3044,1.30451
04:00.0,1.3045,1.30452,1.30436,1.3045,1.30451,1.30454,1.30439,1.30454
05:00.0,1.3045,1.30473,1.30446,1.30457,1.30454,1.30476,1.3045,1.30461
06:00.0,1.30457,1.30458,1.30426,1.30435,1.30461,1.30461,1.30429,1.30438
07:00.0,1.30435,1.30436,1.3041,1.30411,1.30438,1.30438,1.3041,1.30413
08:00.0,1.30411,1.30462,1.30407,1.30445,1.30413,1.30463,1.30409,1.30448
09:00.0,1.30445,1.3046,1.30414,1.3042,1.30448,1.30461,1.30419,1.30424
10:00.0,1.3042,1.30447,1.30416,1.30417,1.30424,1.30445,1.30418,1.3042
11:00.0,1.30417,1.30428,1.30385,1.30385,1.3042,1.30429,1.30384,1.30384
12:00.0,1.30385,1.30385,1.30345,1.30356,1.30384,1.30386,1.30349,1.30359
13:00.0,1.30356,1.30371,1.30352,1.30358,1.30359,1.30374,1.30356,1.30362
14:00.0,1.30358,1.30387,1.30358,1.30386,1.30362,1.30388,1.30362,1.30387
15:00.0,1.30386,1.30396,1.30346,1.3035,1.30387,1.30397,1.30347,1.30354
16:00.0,1.3035,1.30352,1.30338,1.30348,1.30354,1.30356,1.30341,1.30349
17:00.0,1.30348,1.30348,1.30312,1.30317,1.30349,1.30351,1.30309,1.30321
18:00.0,1.30317,1.30327,1.30302,1.30308,1.30321,1.3033,1.30304,1.30307
19:00.0,1.30308,1.30332,1.30306,1.30327,1.30307,1.30333,1.30307,1.3033
20:00.0,1.30327,1.30327,1.30307,1.30315,1.3033,1.3033,1.30308,1.30317
21:00.0,1.30315,1.30351,1.30313,1.3034,1.30317,1.30353,1.30317,1.30343
22:00.0,1.3034,1.30349,1.30328,1.30348,1.30343,1.30351,1.30329,1.30351
23:00.0,1.30348,1.30372,1.30348,1.30359,1.30351,1.30373,1.3035,1.30362
24:00.0,1.30359,1.30364,1.30351,1.3036,1.30362,1.30365,1.30354,1.30363
25:00.0,1.3036,1.30384,1.30343,1.30352,1.30363,1.30385,1.30345,1.30353
26:00.0,1.30352,1.30368,1.30352,1.30363,1.30353,1.30371,1.30353,1.30367
27:00.0,1.30363,1.30363,1.30341,1.30347,1.30367,1.30367,1.30345,1.30349
28:00.0,1.30347,1.30348,1.30318,1.30333,1.30349,1.30351,1.30321,1.30335
29:00.0,1.30333,1.30341,1.30321,1.30332,1.30335,1.30342,1.30323,1.30331
30:00.0,1.30332,1.30341,1.30301,1.30327,1.30331,1.30343,1.30305,1.30327
31:00.0,1.30327,1.30336,1.30302,1.30302,1.30327,1.30339,1.30306,1.30306
32:00.0,1.30302,1.30318,1.30298,1.30312,1.30306,1.30319,1.30301,1.30313
33:00.0,1.30312,1.30343,1.30311,1.30341,1.30313,1.30342,1.30313,1.30341
34:00.0,1.30341,1.3035,1.3033,1.30331,1.30341,1.30353,1.30333,1.30335
35:00.0,1.30331,1.30337,1.30324,1.30328,1.30335,1.3034,1.30326,1.3033
36:00.0,1.30328,1.3033,1.30291,1.30293,1.3033,1.30332,1.30293,1.30295
37:00.0,1.30293,1.30308,1.3028,1.30302,1.30295,1.3031,1.30281,1.30303
38:00.0,1.30302,1.30318,1.30282,1.30291,1.30303,1.30321,1.30286,1.30292
39:00.0,1.30291,1.30291,1.30255,1.30281,1.30292,1.30294,1.30258,1.30283
40:00.0,1.30281,1.30304,1.30249,1.30253,1.30283,1.30305,1.30249,1.30255
41:00.0,1.30253,1.30273,1.30252,1.30268,1.30255,1.30275,1.30255,1.30272
42:00.0,1.30268,1.30274,1.30264,1.30274,1.30272,1.30276,1.30267,1.30276
43:00.0,1.30274,1.30304,1.30274,1.303,1.30276,1.30307,1.30276,1.30303
44:00.0,1.303,1.30304,1.30274,1.30291,1.30303,1.30305,1.30276,1.30294
45:00.0,1.30291,1.30304,1.30257,1.30271,1.30294,1.30306,1.3026,1.30274
46:00.0,1.30271,1.30311,1.30262,1.30311,1.30274,1.30314,1.30265,1.30314
47:00.0,1.30311,1.30314,1.30305,1.30306,1.30314,1.30316,1.30308,1.30309
48:00.0,1.30306,1.30312,1.30302,1.30309,1.30309,1.30315,1.30306,1.30313
49:00.0,1.30309,1.3032,1.30304,1.30305,1.30313,1.30322,1.30307,1.30307
50:00.0,1.30305,1.3031,1.30295,1.30299,1.30307,1.3031,1.30299,1.30302
51:00.0,1.30299,1.30301,1.30281,1.30289,1.30302,1.30304,1.30286,1.30292
52:00.0,1.30289,1.30313,1.30288,1.30298,1.30292,1.30313,1.30292,1.303
53:00.0,1.30298,1.30298,1.30264,1.30272,1.303,1.303,1.30265,1.30271
54:00.0,1.30272,1.30272,1.30216,1.30228,1.30271,1.30275,1.30216,1.30229
55:00.0,1.30228,1.30235,1.30206,1.30232,1.30229,1.30237,1.30207,1.30235
56:00.0,1.30232,1.30248,1.30232,1.30242,1.30235,1.30249,1.30235,1.30242
57:00.0,1.30242,1.30242,1.30218,1.30221,1.30242,1.30242,1.3022,1.30225
58:00.0,1.30221,1.3024,1.30192,1.30213,1.30225,1.30243,1.30192,1.30215
59:00.0,1.30213,1.30227,1.30209,1.30227,1.30215,1.30229,1.30211,1.30226
00:00.0,1.30227,1.30242,1.30219,1.30233,1.30226,1.30243,1.30223,1.30234
01:00.0,1.30233,1.30235,1.30219,1.30221,1.30234,1.30236,1.30222,1.30225
02:00.0,1.30221,1.3023,1.30197,1.30229,1.30225,1.30232,1.302,1.30228
03:00.0,1.30229,1.30236,1.30217,1.30232,1.30228,1.30238,1.30218,1.30234
04:00.0,1.30232,1.30236,1.30218,1.30219,1.30234,1.30238,1.3022,1.30223
05:00.0,1.30219,1.30219,1.30156,1.30177,1.30223,1.30223,1.30159,1.30181
06:00.0,1.30177,1.30177,1.30157,1.30163,1.30181,1.30181,1.30156,1.30164
07:00.0,1.30163,1.30177,1.30155,1.30175,1.30164,1.30178,1.30158,1.30178
08:00.0,1.30175,1.30182,1.30157,1.30161,1.30178,1.30186,1.30157,1.30164
09:00.0,1.30161,1.30183,1.30159,1.3017,1.30164,1.30185,1.30161,1.30171
10:00.0,1.3017,1.3017,1.30127,1.3015,1.30171,1.30171,1.3013,1.30153
11:00.0,1.3015,1.30154,1.30136,1.30144,1.30153,1.30158,1.30138,1.30145
12:00.0,1.30144,1.30147,1.30135,1.30147,1.30145,1.30149,1.30137,1.30148
13:00.0,1.30147,1.30154,1.30117,1.3012,1.30148,1.30154,1.3012,1.30123
14:00.0,1.3012,1.30151,1.30117,1.30136,1.30123,1.30155,1.30119,1.30136
15:00.0,1.30136,1.30181,1.30135,1.3018,1.30136,1.30183,1.30136,1.30182
16:00.0,1.3018,1.30197,1.30175,1.3019,1.30182,1.30194,1.30176,1.30192
17:00.0,1.3019,1.30191,1.30178,1.30182,1.30192,1.30193,1.30179,1.30184
18:00.0,1.30182,1.30214,1.30179,1.30207,1.30184,1.30216,1.3018,1.30211
19:00.0,1.30207,1.30217,1.30203,1.30203,1.30211,1.30218,1.30206,1.30206
20:00.0,1.30203,1.30212,1.30179,1.3021,1.30206,1.30213,1.30182,1.30213
21:00.0,1.3021,1.30225,1.30209,1.30224,1.30213,1.30226,1.30212,1.30225
22:00.0,1.30224,1.30229,1.30217,1.30222,1.30225,1.30231,1.30218,1.30225
23:00.0,1.30222,1.30228,1.30207,1.30214,1.30225,1.3023,1.3021,1.30217
24:00.0,1.30214,1.30226,1.30208,1.30226,1.30217,1.30229,1.30211,1.30229
25:00.0,1.30226,1.30248,1.30225,1.30239,1.30229,1.3025,1.30229,1.3024
26:00.0,1.30239,1.30239,1.3019,1.30207,1.3024,1.30241,1.30188,1.30209
27:00.0,1.30207,1.30207,1.30195,1.30197,1.30209,1.30209,1.30197,1.30201
28:00.0,1.30197,1.30216,1.30196,1.30204,1.30201,1.30216,1.30199,1.30206
29:00.0,1.30204,1.30214,1.30197,1.30202,1.30206,1.30217,1.30198,1.30205
30:00.0,1.30202,1.30202,1.30197,1.30202,1.30205,1.30205,1.302,1.30205
31:00.0,1.30202,1.30202,1.30184,1.30187,1.30205,1.30205,1.30185,1.30187
32:00.0,1.30187,1.30187,1.30176,1.30184,1.30187,1.3019,1.3018,1.30188
33:00.0,1.30184,1.30184,1.30172,1.30177,1.30188,1.3019,1.30176,1.3018
34:00.0,1.30177,1.30194,1.30172,1.30192,1.3018,1.30197,1.30176,1.30196
35:00.0,1.30192,1.30192,1.30138,1.30145,1.30196,1.30196,1.3014,1.30149
36:00.0,1.30145,1.30157,1.30138,1.30147,1.30149,1.30157,1.30141,1.30151
37:00.0,1.30147,1.30172,1.30147,1.30167,1.30151,1.30174,1.30151,1.30171
38:00.0,1.30167,1.30169,1.30138,1.30138,1.30171,1.30171,1.30141,1.30141
39:00.0,1.30138,1.30171,1.30138,1.30168,1.30141,1.30173,1.30141,1.30173
40:00.0,1.30168,1.30206,1.30164,1.30204,1.30173,1.3021,1.30168,1.3021
41:00.0,1.30204,1.30264,1.30202,1.30259,1.3021,1.30264,1.30207,1.30261
42:00.0,1.30259,1.30287,1.30254,1.30276,1.30261,1.30289,1.30257,1.30276
43:00.0,1.30276,1.30276,1.30255,1.30275,1.30276,1.30278,1.30257,1.30276
44:00.0,1.30275,1.30295,1.30271,1.30274,1.30276,1.30297,1.30273,1.30278
45:00.0,1.30274,1.30285,1.30257,1.30277,1.30278,1.30287,1.30259,1.3028
46:00.0,1.30277,1.30286,1.30265,1.30283,1.3028,1.30288,1.30267,1.30285
47:00.0,1.30283,1.30292,1.30273,1.30285,1.30285,1.30293,1.30277,1.30287
48:00.0,1.30285,1.30305,1.30283,1.30284,1.30287,1.30309,1.30287,1.30287
49:00.0,1.30284,1.30303,1.30265,1.30278,1.30287,1.30305,1.30267,1.3028
50:00.0,1.30278,1.30278,1.30261,1.30269,1.3028,1.30281,1.30262,1.30271
51:00.0,1.30269,1.30269,1.30247,1.3026,1.30271,1.30271,1.30252,1.30264
52:00.0,1.3026,1.30284,1.3026,1.3027,1.30264,1.30288,1.30264,1.30272
53:00.0,1.3027,1.30272,1.3026,1.30266,1.30272,1.30275,1.30262,1.30271
54:00.0,1.30266,1.30297,1.30262,1.30291,1.30271,1.30298,1.30266,1.30292
55:00.0,1.30291,1.30302,1.30277,1.30284,1.30292,1.30305,1.30279,1.30283
56:00.0,1.30284,1.30305,1.30283,1.30305,1.30283,1.30306,1.30283,1.30306
57:00.0,1.30305,1.30339,1.30304,1.30304,1.30306,1.3034,1.30306,1.30308
58:00.0,1.30304,1.30318,1.30304,1.30312,1.30308,1.30317,1.30308,1.30313
59:00.0,1.30312,1.30343,1.30312,1.30324,1.30313,1.30343,1.30313,1.30328
00:00.0,1.30324,1.30377,1.30318,1.30377,1.30328,1.30375,1.30321,1.30375
01:00.0,1.30377,1.30377,1.30313,1.30315,1.30375,1.30375,1.30318,1.30318
02:00.0,1.30315,1.30336,1.30308,1.30313,1.30318,1.30338,1.30311,1.30319
03:00.0,1.30313,1.30317,1.30309,1.30314,1.30319,1.30319,1.30312,1.30315
04:00.0,1.30314,1.30333,1.30313,1.30315,1.30315,1.30335,1.30315,1.30317
05:00.0,1.30315,1.30336,1.30315,1.3032,1.30317,1.30337,1.30317,1.30322
06:00.0,1.3032,1.30361,1.30315,1.30347,1.30322,1.30359,1.30317,1.3035
07:00.0,1.30347,1.30404,1.30347,1.30397,1.3035,1.30403,1.3035,1.30399
08:00.0,1.30397,1.30407,1.30384,1.30396,1.30399,1.30408,1.30386,1.30397
09:00.0,1.30396,1.30397,1.30387,1.30387,1.30397,1.30397,1.30387,1.30389
10:00.0,1.30387,1.30394,1.3036,1.30371,1.30389,1.30395,1.30361,1.30374
11:00.0,1.30371,1.30413,1.30371,1.30406,1.30374,1.30414,1.30374,1.30409
12:00.0,1.30406,1.30434,1.30402,1.30423,1.30409,1.30435,1.30405,1.30421
13:00.0,1.30423,1.30468,1.30419,1.30456,1.30421,1.3047,1.30421,1.3046
14:00.0,1.30456,1.30461,1.30445,1.30445,1.3046,1.30462,1.30447,1.30447
15:00.0,1.30445,1.30445,1.30391,1.30391,1.30447,1.30447,1.30394,1.30394
16:00.0,1.30391,1.30441,1.30387,1.30441,1.30394,1.30441,1.30392,1.30441
17:00.0,1.30441,1.30456,1.30424,1.30437,1.30441,1.30456,1.30426,1.30441
18:00.0,1.30437,1.30452,1.30424,1.30425,1.30441,1.30452,1.30426,1.30427
19:00.0,1.30425,1.30425,1.30389,1.30395,1.30427,1.30427,1.30392,1.30398
20:00.0,1.30395,1.30409,1.30371,1.30397,1.30398,1.3041,1.30376,1.30399
21:00.0,1.30397,1.30397,1.30377,1.30391,1.30399,1.304,1.3038,1.30392
22:00.0,1.30391,1.30392,1.30377,1.30385,1.30392,1.30394,1.3038,1.30386
23:00.0,1.30385,1.30395,1.3037,1.3038,1.30386,1.30397,1.30374,1.30382
24:00.0,1.3038,1.30382,1.30371,1.30372,1.30382,1.30384,1.30372,1.30374
25:00.0,1.30372,1.3038,1.30356,1.30358,1.30374,1.30382,1.30358,1.30358
26:00.0,1.30358,1.30374,1.30357,1.30368,1.30358,1.30377,1.30358,1.30369
27:00.0,1.30368,1.30369,1.30362,1.30364,1.30369,1.3037,1.30366,1.30367
28:00.0,1.30364,1.30364,1.30337,1.30359,1.30367,1.30367,1.30341,1.3036
29:00.0,1.30359,1.30364,1.30338,1.30345,1.3036,1.30365,1.30339,1.30347
30:00.0,1.30345,1.30356,1.30322,1.3033,1.30347,1.30358,1.30323,1.30332
31:00.0,1.3033,1.30343,1.30308,1.30321,1.30332,1.30346,1.30312,1.30324
32:00.0,1.30321,1.30353,1.30318,1.30342,1.30324,1.30356,1.30321,1.30345
33:00.0,1.30342,1.30352,1.30335,1.30338,1.30345,1.30354,1.30337,1.3034
34:00.0,1.30338,1.30346,1.30303,1.30308,1.3034,1.30346,1.30307,1.3031
35:00.0,1.30308,1.30315,1.30284,1.30304,1.3031,1.30317,1.30286,1.30307
36:00.0,1.30304,1.30312,1.30291,1.30293,1.30307,1.30314,1.30293,1.30296
37:00.0,1.30293,1.30319,1.30293,1.30305,1.30296,1.30322,1.30296,1.30308
38:00.0,1.30305,1.30336,1.30304,1.30328,1.30308,1.30335,1.30308,1.30332
39:00.0,1.30328,1.30345,1.30321,1.30323,1.30332,1.30346,1.30325,1.30326
40:00.0,1.30323,1.30335,1.30303,1.30316,1.30326,1.30337,1.30306,1.30319
41:00.0,1.30316,1.30339,1.30315,1.30335,1.30319,1.30342,1.30318,1.30338
42:00.0,1.30335,1.30348,1.30318,1.30321,1.30338,1.30349,1.3032,1.30324
43:00.0,1.30321,1.30334,1.30309,1.30334,1.30324,1.30337,1.30312,1.30337
44:00.0,1.30334,1.30362,1.30334,1.30338,1.30337,1.30361,1.30337,1.30342
45:00.0,1.30338,1.30346,1.30312,1.30329,1.30342,1.30349,1.30314,1.30331
46:00.0,1.30329,1.30333,1.30307,1.30311,1.30331,1.30336,1.3031,1.30315
47:00.0,1.30311,1.30316,1.3029,1.3029,1.30315,1.30319,1.30293,1.30293
48:00.0,1.3029,1.30292,1.30261,1.30272,1.30293,1.30293,1.30263,1.30273
49:00.0,1.30272,1.30302,1.30267,1.30288,1.30273,1.30303,1.3027,1.30285
50:00.0,1.30288,1.30302,1.30276,1.30301,1.30285,1.30305,1.3028,1.30305
51:00.0,1.30301,1.30314,1.30292,1.30292,1.30305,1.30315,1.30295,1.30295
52:00.0,1.30292,1.30302,1.30291,1.30295,1.30295,1.30304,1.30295,1.30299
53:00.0,1.30295,1.30296,1.30285,1.3029,1.30299,1.30299,1.30288,1.30293
54:00.0,1.3029,1.30306,1.30287,1.30299,1.30293,1.30305,1.30291,1.30302
55:00.0,1.30299,1.30307,1.30292,1.30307,1.30302,1.30308,1.30294,1.30308
56:00.0,1.30307,1.30336,1.30306,1.30336,1.30308,1.30339,1.30307,1.30339
57:00.0,1.30336,1.30339,1.30324,1.30327,1.30339,1.30339,1.30327,1.3033
58:00.0,1.30327,1.30329,1.30315,1.30325,1.3033,1.30331,1.30317,1.30328
59:00.0,1.30325,1.30375,1.30321,1.30375,1.30328,1.30414,1.30325,1.30414
00:00.0,1.30375,1.30378,1.30314,1.30361,1.30414,1.30414,1.30316,1.30364
01:00.0,1.30361,1.30415,1.30356,1.3041,1.30364,1.30415,1.30359,1.30412
02:00.0,1.3041,1.30457,1.30395,1.30447,1.30412,1.30456,1.30396,1.3045
03:00.0,1.30447,1.30467,1.30424,1.30435,1.3045,1.30466,1.30427,1.30439
04:00.0,1.30435,1.30475,1.30435,1.30435,1.30439,1.30478,1.30439,1.30439
05:00.0,1.30435,1.30519,1.30434,1.30476,1.30439,1.30519,1.30438,1.30478
06:00.0,1.30476,1.30476,1.30443,1.30446,1.30478,1.30479,1.30445,1.30445
07:00.0,1.30446,1.30489,1.30443,1.3047,1.30445,1.30489,1.30445,1.30471
08:00.0,1.3047,1.30489,1.30457,1.30473,1.30471,1.30492,1.3046,1.30477
09:00.0,1.30473,1.30519,1.30465,1.3048,1.30477,1.30516,1.30467,1.30485
10:00.0,1.3048,1.30494,1.30454,1.3046,1.30485,1.30497,1.30455,1.30462
11:00.0,1.3046,1.30506,1.3046,1.30496,1.30462,1.30508,1.30462,1.30499
12:00.0,1.30496,1.30521,1.30487,1.30487,1.30499,1.30523,1.3049,1.3049
13:00.0,1.30487,1.30488,1.30451,1.30456,1.3049,1.30491,1.30451,1.3046
14:00.0,1.30456,1.30499,1.30431,1.30495,1.3046,1.305,1.3043,1.30498
15:00.0,1.30495,1.30521,1.30485,1.30515,1.30498,1.30518,1.30486,1.30518
16:00.0,1.30515,1.30619,1.30486,1.30615,1.30518,1.30617,1.3049,1.30615
17:00.0,1.30615,1.30616,1.30559,1.30566,1.30615,1.30615,1.30562,1.30569
18:00.0,1.30566,1.30615,1.30548,1.30596,1.30569,1.30616,1.30552,1.30596
19:00.0,1.30596,1.306,1.30548,1.3055,1.30596,1.30602,1.3055,1.30551
20:00.0,1.3055,1.30608,1.30548,1.30602,1.30551,1.30609,1.30551,1.30606
21:00.0,1.30602,1.30644,1.30601,1.30641,1.30606,1.30644,1.30604,1.30644
22:00.0,1.30641,1.3068,1.30622,1.30622,1.30644,1.30681,1.30623,1.30625
23:00.0,1.30622,1.30645,1.30603,1.30607,1.30625,1.30647,1.30605,1.30609
24:00.0,1.30607,1.30607,1.30573,1.30575,1.30609,1.30609,1.30577,1.30579
25:00.0,1.30575,1.30618,1.30575,1.30614,1.30579,1.30621,1.30579,1.30615
26:00.0,1.30614,1.30626,1.30588,1.3059,1.30615,1.30629,1.30591,1.30593
27:00.0,1.3059,1.3059,1.30563,1.30568,1.30593,1.30593,1.30567,1.30572
28:00.0,1.30568,1.30576,1.3054,1.30546,1.30572,1.30578,1.30545,1.30546
29:00.0,1.30546,1.30547,1.30514,1.30522,1.30546,1.30549,1.3052,1.30527
30:00.0,1.30522,1.30559,1.30522,1.30553,1.30527,1.30558,1.30527,1.30555
31:00.0,1.30553,1.30554,1.3054,1.30553,1.30555,1.30556,1.30546,1.30556
32:00.0,1.30553,1.30554,1.30545,1.30546,1.30556,1.30557,1.30548,1.3055
33:00.0,1.30546,1.30548,1.30521,1.30524,1.3055,1.30552,1.30526,1.30529
34:00.0,1.30524,1.3054,1.30521,1.30535,1.30529,1.30538,1.30524,1.30536
35:00.0,1.30535,1.30568,1.30535,1.3056,1.30536,1.3057,1.30536,1.30562
36:00.0,1.3056,1.30587,1.30559,1.30584,1.30562,1.30588,1.30562,1.30588
37:00.0,1.30584,1.30585,1.30543,1.30547,1.30588,1.30588,1.30547,1.30549
38:00.0,1.30547,1.30553,1.30533,1.30534,1.30549,1.30555,1.30536,1.30538
39:00.0,1.30534,1.30535,1.30489,1.30489,1.30538,1.30538,1.30492,1.30492
40:00.0,1.30489,1.30493,1.30457,1.30461,1.30492,1.30496,1.3046,1.30464
41:00.0,1.30461,1.30468,1.30453,1.30462,1.30464,1.30469,1.30456,1.30466
42:00.0,1.30462,1.30478,1.30456,1.30464,1.30466,1.30479,1.30458,1.30467
43:00.0,1.30464,1.30472,1.30455,1.30457,1.30467,1.30473,1.30458,1.30458
44:00.0,1.30457,1.30477,1.30455,1.30464,1.30458,1.30478,1.30457,1.30468
45:00.0,1.30464,1.30478,1.30444,1.30444,1.30468,1.3048,1.30449,1.30449
46:00.0,1.30444,1.30462,1.30434,1.30443,1.30449,1.30462,1.30436,1.30445
47:00.0,1.30443,1.30443,1.30407,1.30428,1.30445,1.30445,1.30408,1.30431
48:00.0,1.30428,1.30444,1.30418,1.30442,1.30431,1.30446,1.30421,1.30446
49:00.0,1.30442,1.3045,1.30438,1.30446,1.30446,1.30451,1.3044,1.30448
50:00.0,1.30446,1.30465,1.30442,1.30453,1.30448,1.30468,1.30443,1.30455
51:00.0,1.30453,1.30466,1.30438,1.30462,1.30455,1.30466,1.30442,1.30465
52:00.0,1.30462,1.30489,1.30462,1.30464,1.30465,1.3049,1.30465,1.30467
53:00.0,1.30464,1.3049,1.30455,1.30486,1.30467,1.30492,1.30458,1.30489
54:00.0,1.30486,1.30497,1.30474,1.30489,1.30489,1.30501,1.30476,1.30491
55:00.0,1.30489,1.30493,1.30476,1.30482,1.30491,1.30495,1.30478,1.30484
56:00.0,1.30482,1.3049,1.30474,1.30474,1.30484,1.30492,1.30476,1.30476
57:00.0,1.30474,1.3048,1.30465,1.30475,1.30476,1.30483,1.30469,1.30476
