DateTime,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose
29:00.0,1.29355,1.29361,1.29352,1.29355,1.29359,1.29365,1.29356,1.29358
30:00.0,1.29355,1.29377,1.29355,1.29361,1.29358,1.29377,1.29358,1.29365
31:00.0,1.29361,1.29361,1.29353,1.29356,1.29365,1.29365,1.29358,1.2936
32:00.0,1.29356,1.29356,1.29332,1.29339,1.2936,1.29361,1.29337,1.29341
33:00.0,1.29339,1.29355,1.29339,1.29351,1.29341,1.29358,1.29341,1.29357
34:00.0,1.29351,1.29364,1.2935,1.29355,1.29357,1.29368,1.29353,1.2936
35:00.0,1.29355,1.29363,1.29346,1.29353,1.2936,1.29367,1.2935,1.29358
36:00.0,1.29353,1.29358,1.29353,1.29353,1.29358,1.29362,1.29358,1.29359
37:00.0,1.29353,1.2936,1.29353,1.29356,1.29359,1.29362,1.29358,1.2936
38:00.0,1.29356,1.29358,1.29351,1.29355,1.2936,1.2936,1.29354,1.2936
39:00.0,1.29355,1.29355,1.29348,1.29354,1.2936,1.2936,1.29352,1.29358
40:00.0,1.29354,1.29356,1.29352,1.29354,1.29358,1.29359,1.29353,1.29359
41:00.0,1.29354,1.29364,1.29349,1.29355,1.29359,1.29367,1.29352,1.29359
42:00.0,1.29355,1.2936,1.29351,1.29353,1.29359,1.29363,1.29357,1.29358
43:00.0,1.29353,1.29356,1.29347,1.29354,1.29358,1.2936,1.2935,1.29358
44:00.0,1.29354,1.29362,1.29349,1.29361,1.29358,1.29365,1.29352,1.29365
45:00.0,1.29361,1.29389,1.29361,1.29382,1.29365,1.2939,1.29365,1.29386
46:00.0,1.29382,1.29403,1.29382,1.294,1.29386,1.29405,1.29386,1.29405
47:00.0,1.294,1.29402,1.29391,1.29396,1.29405,1.29405,1.29391,1.294
48:00.0,1.29396,1.29466,1.29396,1.29458,1.294,1.29466,1.29399,1.2946
49:00.0,1.29458,1.29459,1.29444,1.29451,1.2946,1.2946,1.29447,1.29453
50:00.0,1.29451,1.29454,1.29447,1.2945,1.29453,1.29457,1.2945,1.29454
51:00.0,1.2945,1.29463,1.2945,1.29457,1.29454,1.29466,1.29454,1.29461
52:00.0,1.29457,1.2946,1.2945,1.29451,1.29461,1.29464,1.29454,1.29455
53:00.0,1.29451,1.29468,1.29442,1.29463,1.29455,1.29471,1.29446,1.29467
54:00.0,1.29463,1.2951,1.29463,1.29485,1.29467,1.29511,1.29467,1.29489
55:00.0,1.29485,1.29501,1.29478,1.29498,1.29489,1.29505,1.29484,1.29503
56:00.0,1.29498,1.29533,1.29495,1.2952,1.29503,1.29537,1.29499,1.29522
57:00.0,1.2952,1.29528,1.29498,1.29502,1.29522,1.2953,1.295,1.29504
58:00.0,1.29502,1.29521,1.29498,1.29518,1.29504,1.29525,1.29502,1.29517
59:00.0,1.29518,1.2955,1.29517,1.29536,1.29517,1.29553,1.29517,1.29535
00:00.0,1.29536,1.29536,1.29477,1.29479,1.29535,1.29535,1.29481,1.29481
01:00.0,1.29479,1.29485,1.29456,1.29457,1.29481,1.29488,1.29459,1.29461
02:00.0,1.29457,1.29467,1.29444,1.2946,1.29461,1.2947,1.29448,1.29464
03:00.0,1.2946,1.2946,1.29438,1.29444,1.29464,1.29464,1.29441,1.29448
04:00.0,1.29444,1.29452,1.29444,1.29451,1.29448,1.29455,1.29448,1.29454
05:00.0,1.29451,1.29451,1.29415,1.29434,1.29454,1.29454,1.29419,1.29437
06:00.0,1.29434,1.29434,1.29419,1.29426,1.29437,1.29437,1.29422,1.2943
07:00.0,1.29426,1.2943,1.29419,1.29425,1.2943,1.29435,1.29422,1.29428
08:00.0,1.29425,1.29443,1.29423,1.29431,1.29428,1.29445,1.29428,1.29434
09:00.0,1.29431,1.29431,1.29413,1.2942,1.29434,1.29434,1.29417,1.29423
10:00.0,1.2942,1.29431,1.2941,1.29425,1.29423,1.29433,1.29414,1.29427
11:00.0,1.29425,1.29442,1.29423,1.29431,1.29427,1.29445,1.29427,1.29435
12:00.0,1.29431,1.29433,1.29423,1.29428,1.29435,1.29437,1.29427,1.29431
13:00.0,1.29428,1.29429,1.29417,1.29423,1.29431,1.29432,1.29422,1.29427
14:00.0,1.29423,1.29424,1.29407,1.29424,1.29427,1.29427,1.2941,1.29425
15:00.0,1.29424,1.29434,1.2942,1.29433,1.29425,1.29436,1.29425,1.29436
16:00.0,1.29433,1.29433,1.29417,1.29426,1.29436,1.29436,1.29421,1.2943
17:00.0,1.29426,1.29435,1.29426,1.29431,1.2943,1.29436,1.29429,1.29436
18:00.0,1.29431,1.2944,1.29427,1.29435,1.29436,1.29441,1.29429,1.29438
19:00.0,1.29435,1.29436,1.29429,1.29431,1.29438,1.29438,1.29432,1.29432
20:00.0,1.29431,1.29441,1.29423,1.29439,1.29432,1.29444,1.29427,1.29441
21:00.0,1.29439,1.29443,1.29438,1.29441,1.29441,1.29447,1.29441,1.29445
22:00.0,1.29441,1.29461,1.29441,1.29459,1.29445,1.29465,1.29445,1.29463
23:00.0,1.29459,1.29461,1.29451,1.29451,1.29463,1.29463,1.29457,1.29457
24:00.0,1.29451,1.29455,1.29442,1.2945,1.29457,1.29457,1.29447,1.29455
25:00.0,1.2945,1.29459,1.29439,1.29444,1.29455,1.29462,1.29445,1.29449
26:00.0,1.29444,1.29454,1.29441,1.29452,1.29449,1.29458,1.29446,1.29456
27:00.0,1.29452,1.29455,1.2944,1.29443,1.29456,1.29459,1.29444,1.29446
28:00.0,1.29443,1.29466,1.29443,1.2945,1.29446,1.29468,1.29446,1.29453
29:00.0,1.2945,1.29452,1.2944,1.2945,1.29453,1.29456,1.29446,1.29453
30:00.0,1.2945,1.29467,1.29448,1.29465,1.29453,1.29471,1.29453,1.29471
31:00.0,1.29465,1.29469,1.29456,1.29459,1.29471,1.29473,1.29461,1.29464
32:00.0,1.29459,1.29461,1.29453,1.29458,1.29464,1.29465,1.29459,1.29464
33:00.0,1.29458,1.29459,1.2945,1.29453,1.29464,1.29464,1.29452,1.29457
34:00.0,1.29453,1.29458,1.2945,1.29452,1.29457,1.29462,1.29455,1.29458
35:00.0,1.29452,1.29469,1.29452,1.29466,1.29458,1.29473,1.29458,1.29469
36:00.0,1.29466,1.29471,1.29462,1.29464,1.29469,1.29475,1.29467,1.29469
37:00.0,1.29464,1.29482,1.2945,1.29455,1.29469,1.29485,1.29452,1.29457
38:00.0,1.29455,1.29467,1.29453,1.29466,1.29457,1.29471,1.29456,1.29469
39:00.0,1.29466,1.29474,1.29462,1.29472,1.29469,1.29479,1.29468,1.29477
40:00.0,1.29472,1.29473,1.29467,1.29469,1.29477,1.29477,1.29469,1.29472
41:00.0,1.29469,1.29471,1.29459,1.29461,1.29472,1.29475,1.2946,1.29464
42:00.0,1.29461,1.29472,1.29461,1.2947,1.29464,1.29476,1.29464,1.29474
43:00.0,1.2947,1.29493,1.29469,1.29493,1.29474,1.29494,1.29474,1.29494
44:00.0,1.29493,1.29523,1.29488,1.29516,1.29494,1.29527,1.29493,1.29522
45:00.0,1.29516,1.29516,1.29479,1.2948,1.29522,1.29522,1.29483,1.29483
46:00.0,1.2948,1.29483,1.29469,1.29482,1.29483,1.29487,1.29473,1.29486
47:00.0,1.29482,1.29512,1.29482,1.29511,1.29486,1.29515,1.29486,1.29514
48:00.0,1.29511,1.29523,1.29508,1.29522,1.29514,1.29526,1.29512,1.29526
49:00.0,1.29522,1.29523,1.29512,1.29519,1.29526,1.29527,1.29516,1.29525
50:00.0,1.29519,1.29522,1.29506,1.29506,1.29525,1.29527,1.29511,1.29511
51:00.0,1.29506,1.29511,1.29489,1.29489,1.29511,1.29513,1.29495,1.29495
52:00.0,1.29489,1.29491,1.29479,1.2948,1.29495,1.29495,1.29484,1.29485
53:00.0,1.2948,1.2948,1.2947,1.29478,1.29485,1.29485,1.29472,1.29481
54:00.0,1.29478,1.29504,1.29472,1.29499,1.29481,1.29507,1.29477,1.29504
55:00.0,1.29499,1.29513,1.29471,1.29474,1.29504,1.29515,1.29475,1.29476
56:00.0,1.29474,1.29479,1.29459,1.29473,1.29476,1.29482,1.29463,1.29475
57:00.0,1.29473,1.29482,1.29471,1.29473,1.29475,1.29486,1.29475,1.29477
58:00.0,1.29473,1.29475,1.29457,1.29464,1.29477,1.29478,1.29463,1.29468
59:00.0,1.29464,1.29483,1.29461,1.29464,1.29468,1.29484,1.29466,1.29468
00:00.0,1.29464,1.29472,1.29458,1.29463,1.29468,1.29474,1.29463,1.29463
01:00.0,1.29463,1.29472,1.29458,1.29461,1.29463,1.29476,1.29462,1.29466
02:00.0,1.29461,1.29461,1.29436,1.29449,1.29466,1.29466,1.29439,1.29455
03:00.0,1.29449,1.29453,1.29435,1.29439,1.29455,1.29457,1.2944,1.29445
04:00.0,1.29439,1.29442,1.29421,1.29423,1.29445,1.29446,1.29425,1.29426
05:00.0,1.29423,1.29425,1.29407,1.29418,1.29426,1.29426,1.2941,1.29421
06:00.0,1.29418,1.29418,1.29407,1.29407,1.29421,1.29422,1.29411,1.29412
07:00.0,1.29407,1.29412,1.294,1.2941,1.29412,1.29414,1.29401,1.29414
08:00.0,1.2941,1.29413,1.29407,1.29409,1.29414,1.29416,1.2941,1.29413
09:00.0,1.29409,1.29415,1.29407,1.29413,1.29413,1.29417,1.29409,1.29417
10:00.0,1.29413,1.29433,1.29413,1.29422,1.29417,1.29435,1.29417,1.29426
11:00.0,1.29422,1.29432,1.29407,1.29421,1.29426,1.29433,1.29413,1.29425
12:00.0,1.29421,1.29428,1.29417,1.29422,1.29425,1.29432,1.29422,1.29426
13:00.0,1.29422,1.29424,1.29392,1.29402,1.29426,1.29427,1.29396,1.29406
14:00.0,1.29402,1.29424,1.29402,1.29404,1.29406,1.29426,1.29406,1.2941
15:00.0,1.29404,1.29409,1.29393,1.29408,1.2941,1.29413,1.29397,1.2941
16:00.0,1.29408,1.29428,1.29397,1.29427,1.2941,1.29431,1.29401,1.29431
17:00.0,1.29427,1.2943,1.29417,1.29429,1.29431,1.29434,1.29423,1.29433
18:00.0,1.29429,1.2944,1.29428,1.29439,1.29433,1.29443,1.29433,1.29443
19:00.0,1.29439,1.29462,1.29436,1.29452,1.29443,1.29466,1.29442,1.29458
20:00.0,1.29452,1.29452,1.29419,1.29419,1.29458,1.29458,1.29423,1.29423
21:00.0,1.29419,1.29461,1.29419,1.2946,1.29423,1.29462,1.29423,1.29462
22:00.0,1.2946,1.29466,1.29447,1.29451,1.29462,1.29466,1.2945,1.29455
23:00.0,1.29451,1.29451,1.29419,1.29421,1.29455,1.29455,1.29425,1.29425
24:00.0,1.29421,1.29446,1.29421,1.29446,1.29425,1.29449,1.29425,1.29449
25:00.0,1.29446,1.29462,1.29446,1.2946,1.29449,1.29466,1.29449,1.29465
26:00.0,1.2946,1.2946,1.29449,1.29451,1.29465,1.29465,1.29455,1.29455
27:00.0,1.29451,1.29462,1.2942,1.29421,1.29455,1.29465,1.29422,1.29422
28:00.0,1.29421,1.2944,1.29409,1.29409,1.29422,1.29442,1.29414,1.29414
29:00.0,1.29409,1.29411,1.29396,1.29406,1.29414,1.29415,1.29401,1.2941
30:00.0,1.29406,1.29422,1.29406,1.29418,1.2941,1.29425,1.2941,1.29424
31:00.0,1.29418,1.29435,1.29418,1.2943,1.29424,1.29438,1.29424,1.29436
32:00.0,1.2943,1.29431,1.29417,1.29418,1.29436,1.29436,1.29419,1.2942
33:00.0,1.29418,1.29425,1.29417,1.29421,1.2942,1.29427,1.2942,1.29426
34:00.0,1.29421,1.29429,1.29415,1.29428,1.29426,1.29431,1.29419,1.29431
35:00.0,1.29428,1.29429,1.29407,1.29407,1.29431,1.29432,1.2941,1.2941
36:00.0,1.29407,1.29411,1.29397,1.29407,1.2941,1.29415,1.29402,1.2941
37:00.0,1.29407,1.2941,1.29401,1.29406,1.2941,1.29414,1.29405,1.2941
38:00.0,1.29406,1.2942,1.294,1.29411,1.2941,1.29422,1.29405,1.29414
39:00.0,1.29411,1.2942,1.29397,1.294,1.29414,1.29422,1.29402,1.29403
40:00.0,1.294,1.29418,1.294,1.29411,1.29403,1.29422,1.29403,1.29415
41:00.0,1.29411,1.29418,1.29409,1.2941,1.29415,1.29422,1.29414,1.29414
42:00.0,1.2941,1.2941,1.294,1.294,1.29414,1.29414,1.29405,1.29405
43:00.0,1.294,1.29409,1.294,1.29409,1.29405,1.29413,1.29405,1.29413
44:00.0,1.29409,1.29412,1.29404,1.29412,1.29413,1.29415,1.29409,1.29414
45:00.0,1.29412,1.29424,1.29412,1.29419,1.29414,1.29425,1.29414,1.29423
46:00.0,1.29419,1.29441,1.29408,1.29417,1.29423,1.29445,1.29412,1.29418
47:00.0,1.29417,1.29421,1.294,1.29417,1.29418,1.29425,1.29403,1.29421
48:00.0,1.29417,1.29417,1.29383,1.29395,1.29421,1.29421,1.29386,1.29401
49:00.0,1.29395,1.29401,1.29394,1.29401,1.29401,1.29402,1.29399,1.29401
50:00.0,1.29401,1.29405,1.29399,1.29399,1.29401,1.29403,1.294,1.29403
51:00.0,1.29399,1.29409,1.29399,1.29404,1.29403,1.29406,1.29402,1.29404
52:00.0,1.29404,1.29409,1.29397,1.29398,1.29404,1.2941,1.29402,1.29402
53:00.0,1.29398,1.29414,1.29398,1.29409,1.29402,1.29413,1.29402,1.29412
54:00.0,1.29409,1.29413,1.29403,1.29403,1.29412,1.29414,1.29406,1.29406
55:00.0,1.29403,1.29406,1.294,1.29402,1.29406,1.29408,1.29404,1.29406
56:00.0,1.29402,1.29405,1.29394,1.29397,1.29406,1.29406,1.29398,1.29402
57:00.0,1.29397,1.29397,1.29353,1.29371,1.29402,1.29402,1.29353,1.29374
58:00.0,1.29371,1.29373,1.29351,1.29367,1.29374,1.29377,1.29356,1.29369
59:00.0,1.29367,1.29378,1.29356,1.29367,1.29369,1.2938,1.29359,1.29371
00:00.0,1.29367,1.29379,1.2936,1.29369,1.29371,1.29382,1.29362,1.29373
01:00.0,1.29369,1.29378,1.29361,1.29378,1.29373,1.29383,1.29365,1.29382
02:00.0,1.29378,1.29391,1.29372,1.29386,1.29382,1.29395,1.29377,1.29392
03:00.0,1.29386,1.29392,1.29359,1.2936,1.29392,1.29395,1.29361,1.29362
04:00.0,1.2936,1.29369,1.29346,1.29348,1.29362,1.29373,1.29348,1.29352
05:00.0,1.29348,1.29372,1.29348,1.29357,1.29352,1.29376,1.29352,1.29362
06:00.0,1.29357,1.29369,1.29357,1.29369,1.29362,1.29373,1.29361,1.29372
07:00.0,1.29369,1.29371,1.29361,1.29363,1.29372,1.29374,1.29365,1.29369
08:00.0,1.29363,1.29367,1.2935,1.29363,1.29369,1.29369,1.29353,1.29364
09:00.0,1.29363,1.29366,1.29355,1.2936,1.29364,1.29369,1.2936,1.29364
10:00.0,1.2936,1.29394,1.29356,1.29384,1.29364,1.29397,1.2936,1.29386
11:00.0,1.29384,1.29384,1.29374,1.29382,1.29386,1.29386,1.29378,1.29384
12:00.0,1.29382,1.29391,1.29378,1.29383,1.29384,1.29393,1.29383,1.29388
13:00.0,1.29383,1.29395,1.29376,1.29381,1.29388,1.29398,1.29382,1.29386
14:00.0,1.29381,1.29381,1.29365,1.29372,1.29386,1.29386,1.29367,1.29373
15:00.0,1.29372,1.29379,1.29366,1.29372,1.29373,1.29382,1.29368,1.29377
16:00.0,1.29372,1.29375,1.29367,1.29374,1.29377,1.29378,1.29372,1.29378
17:00.0,1.29374,1.29375,1.29354,1.29354,1.29378,1.29378,1.29359,1.29359
18:00.0,1.29354,1.2937,1.29354,1.2936,1.29359,1.29374,1.29359,1.29364
19:00.0,1.2936,1.29366,1.2936,1.29364,1.29364,1.2937,1.29364,1.29368
20:00.0,1.29364,1.29369,1.29361,1.29369,1.29368,1.29373,1.29365,1.29373
21:00.0,1.29369,1.29369,1.29352,1.29357,1.29373,1.29373,1.29358,1.29359
22:00.0,1.29357,1.29361,1.29355,1.29361,1.29359,1.29365,1.29359,1.29365
23:00.0,1.29361,1.29365,1.29351,1.29363,1.29365,1.29369,1.29355,1.29365
24:00.0,1.29363,1.29363,1.2935,1.29352,1.29365,1.29365,1.29356,1.29356
25:00.0,1.29352,1.29359,1.2935,1.29356,1.29356,1.29363,1.29356,1.29362
26:00.0,1.29356,1.29362,1.29354,1.29361,1.29362,1.29365,1.29358,1.29365
27:00.0,1.29361,1.29364,1.29359,1.29362,1.29365,1.29368,1.29365,1.29368
28:00.0,1.29362,1.29366,1.2936,1.29362,1.29368,1.29368,1.29366,1.29368
29:00.0,1.29362,1.29367,1.29361,1.29365,1.29368,1.29371,1.29367,1.29371
30:00.0,1.29365,1.29371,1.29365,1.29371,1.29371,1.29375,1.29371,1.29375
31:00.0,1.29371,1.29372,1.29368,1.29371,1.29375,1.29375,1.29373,1.29375
32:00.0,1.29371,1.29384,1.2937,1.29375,1.29375,1.29385,1.29373,1.29378
33:00.0,1.29375,1.29382,1.29372,1.29379,1.29378,1.29385,1.29376,1.29384
34:00.0,1.29379,1.29379,1.29369,1.29376,1.29384,1.29384,1.29373,1.2938
35:00.0,1.29376,1.29376,1.29368,1.29369,1.2938,1.2938,1.2937,1.29371
36:00.0,1.29369,1.29393,1.29369,1.29383,1.29371,1.29393,1.29371,1.29387
37:00.0,1.29383,1.29391,1.29378,1.29381,1.29387,1.29395,1.29383,1.29387
38:00.0,1.29381,1.29397,1.29379,1.29391,1.29387,1.29399,1.29385,1.29396
39:00.0,1.29391,1.29391,1.29389,1.29391,1.29396,1.29397,1.29395,1.29395
40:00.0,1.29391,1.29413,1.29387,1.29408,1.29395,1.29416,1.29393,1.29412
41:00.0,1.29408,1.29498,1.29408,1.29482,1.29412,1.29492,1.29412,1.29482
42:00.0,1.29482,1.29484,1.29462,1.29482,1.29482,1.29483,1.29466,1.29476
43:00.0,1.29482,1.29483,1.29466,1.29466,1.29476,1.29485,1.29467,1.29467
44:00.0,1.29466,1.29472,1.29456,1.29463,1.29467,1.29473,1.29458,1.29467
45:00.0,1.29463,1.29463,1.29434,1.29435,1.29467,1.29467,1.29439,1.29439
46:00.0,1.29435,1.29438,1.29407,1.29408,1.29439,1.29441,1.29409,1.29412
47:00.0,1.29408,1.29414,1.29398,1.29404,1.29412,1.29418,1.29403,1.29407
48:00.0,1.29404,1.29423,1.29404,1.29416,1.29407,1.29427,1.29407,1.2942
49:00.0,1.29416,1.29416,1.29408,1.29416,1.2942,1.2942,1.29412,1.29419
50:00.0,1.29416,1.29423,1.29412,1.29415,1.29419,1.29425,1.29416,1.29419
51:00.0,1.29415,1.29435,1.29413,1.29434,1.29419,1.29439,1.29419,1.29437
52:00.0,1.29434,1.29465,1.29433,1.29463,1.29437,1.29469,1.29437,1.29468
53:00.0,1.29463,1.29472,1.29459,1.29472,1.29468,1.29475,1.29464,1.29475
54:00.0,1.29472,1.2949,1.29454,1.29462,1.29475,1.29492,1.29458,1.29464
55:00.0,1.29462,1.29462,1.29445,1.29445,1.29464,1.29464,1.29448,1.29451
56:00.0,1.29445,1.29453,1.29444,1.29448,1.29451,1.29457,1.29449,1.29453
57:00.0,1.29448,1.29451,1.29443,1.29443,1.29453,1.29454,1.29444,1.29447
58:00.0,1.29443,1.29458,1.29438,1.29454,1.29447,1.2946,1.29442,1.2946
59:00.0,1.29454,1.29461,1.29447,1.29456,1.2946,1.29465,1.29451,1.29459
00:00.0,1.29456,1.29459,1.29442,1.29442,1.29459,1.29464,1.29447,1.29447
01:00.0,1.29442,1.29442,1.29422,1.29423,1.29447,1.29447,1.29427,1.29427
02:00.0,1.29423,1.29423,1.2941,1.29418,1.29427,1.29427,1.29417,1.29424
03:00.0,1.29418,1.29423,1.29418,1.29423,1.29424,1.29428,1.29424,1.29428
04:00.0,1.29423,1.29425,1.29417,1.29421,1.29428,1.29432,1.29424,1.29429
05:00.0,1.29421,1.29423,1.29419,1.29422,1.29429,1.29429,1.29427,1.29429
06:00.0,1.29422,1.29428,1.2942,1.29428,1.29429,1.29434,1.29427,1.29434
07:00.0,1.29428,1.29428,1.29416,1.29416,1.29434,1.29434,1.29425,1.29425
08:00.0,1.29416,1.29427,1.29416,1.29418,1.29425,1.29433,1.29425,1.29426
09:00.0,1.29418,1.29422,1.2941,1.29422,1.29426,1.29427,1.29415,1.29427
10:00.0,1.29422,1.29429,1.29421,1.29426,1.29427,1.29435,1.29427,1.29433
11:00.0,1.29426,1.29431,1.29397,1.29408,1.29433,1.29435,1.29401,1.29415
12:00.0,1.29408,1.29408,1.29391,1.29394,1.29415,1.29415,1.29393,1.29395
13:00.0,1.29394,1.29404,1.29386,1.29404,1.29395,1.29411,1.2939,1.29411
14:00.0,1.29404,1.2941,1.29393,1.29393,1.29411,1.29413,1.29399,1.29399
15:00.0,1.29393,1.29393,1.29381,1.29391,1.29399,1.294,1.29385,1.294
16:00.0,1.29391,1.29416,1.29391,1.29412,1.294,1.29421,1.294,1.29417
17:00.0,1.29412,1.29415,1.294,1.29406,1.29417,1.29422,1.29405,1.29414
18:00.0,1.29406,1.29413,1.29405,1.29413,1.29414,1.29419,1.29413,1.29415
19:00.0,1.29413,1.29413,1.294,1.2941,1.29415,1.29418,1.29408,1.29418
20:00.0,1.2941,1.2942,1.294,1.29408,1.29418,1.29423,1.29405,1.29417
21:00.0,1.29408,1.2941,1.29406,1.29409,1.29417,1.29418,1.29413,1.29418
22:00.0,1.29409,1.29409,1.29407,1.29407,1.29418,1.29418,1.29416,1.29416
23:00.0,1.29407,1.29424,1.29407,1.29421,1.29416,1.2943,1.29415,1.29427
24:00.0,1.29421,1.29421,1.29416,1.29419,1.29427,1.29427,1.2942,1.2942
25:00.0,1.29419,1.29419,1.29415,1.29416,1.2942,1.29422,1.2942,1.2942
26:00.0,1.29416,1.29417,1.29415,1.29416,1.2942,1.29424,1.2942,1.29424
27:00.0,1.29416,1.29418,1.29415,1.29416,1.29424,1.29424,1.29423,1.29424
28:00.0,1.29416,1.29424,1.29416,1.29419,1.29424,1.29427,1.29424,1.29427
29:00.0,1.29419,1.2943,1.29419,1.29427,1.29427,1.29433,1.29427,1.29433
30:00.0,1.29427,1.29434,1.29425,1.29431,1.29433,1.29437,1.29431,1.29435
31:00.0,1.29431,1.29431,1.2943,1.2943,1.29435,1.29438,1.29435,1.29437
32:00.0,1.2943,1.29434,1.29428,1.29429,1.29437,1.29439,1.29435,1.29435
33:00.0,1.29429,1.2943,1.2942,1.29425,1.29435,1.29435,1.29427,1.29431
34:00.0,1.29425,1.29427,1.2942,1.29426,1.29431,1.29432,1.29427,1.29431
35:00.0,1.29426,1.29426,1.29414,1.29414,1.29431,1.29433,1.29417,1.29417
36:00.0,1.29414,1.29414,1.29408,1.29409,1.29417,1.29417,1.29415,1.29415
37:00.0,1.29409,1.29414,1.29409,1.29414,1.29415,1.29417,1.29415,1.29417
38:00.0,1.29414,1.29414,1.29404,1.29409,1.29417,1.29421,1.2941,1.2941
39:00.0,1.29409,1.29418,1.294,1.29404,1.2941,1.29422,1.29404,1.29404
40:00.0,1.29404,1.2942,1.29396,1.2942,1.29404,1.29423,1.29404,1.29423
41:00.0,1.2942,1.29429,1.29411,1.29413,1.29423,1.29428,1.29417,1.29421
42:00.0,1.29413,1.29424,1.29412,1.29423,1.29421,1.29425,1.29418,1.29425
43:00.0,1.29423,1.2943,1.29417,1.29429,1.29425,1.29435,1.29425,1.29435
44:00.0,1.29429,1.29452,1.29428,1.29436,1.29435,1.29456,1.29433,1.29444
45:00.0,1.29436,1.2945,1.29428,1.2945,1.29444,1.29456,1.29441,1.29456
46:00.0,1.2945,1.29452,1.2943,1.29433,1.29456,1.29457,1.29438,1.29438
47:00.0,1.29433,1.2945,1.29427,1.29444,1.29438,1.2945,1.29437,1.2945
48:00.0,1.29444,1.29455,1.29444,1.29446,1.2945,1.29464,1.29448,1.29449
49:00.0,1.29446,1.2945,1.29434,1.29443,1.29449,1.29453,1.29442,1.29445
50:00.0,1.29443,1.29471,1.29442,1.29465,1.29445,1.29478,1.29445,1.29469
51:00.0,1.29465,1.29465,1.29444,1.29445,1.29469,1.29469,1.29454,1.29454
52:00.0,1.29445,1.29445,1.29432,1.2944,1.29454,1.29454,1.29438,1.29448
53:00.0,1.2944,1.29447,1.2944,1.29446,1.29448,1.29453,1.29448,1.29451
54:00.0,1.29446,1.2945,1.29428,1.29445,1.29451,1.29456,1.29435,1.2944
55:00.0,1.29445,1.29468,1.29434,1.29453,1.2944,1.29453,1.29436,1.29453
56:00.0,1.29453,1.2946,1.2944,1.29452,1.29453,1.29465,1.29448,1.29462
57:00.0,1.29452,1.29464,1.29443,1.29463,1.29462,1.29469,1.29449,1.29469
58:00.0,1.29463,1.29463,1.29441,1.29459,1.29469,1.29469,1.2945,1.29463
59:00.0,1.29459,1.29459,1.29404,1.29404,1.29463,1.29465,1.29439,1.29445
00:00.0,1.29404,1.29414,1.29399,1.29414,1.29445,1.29445,1.29435,1.29435
01:00.0,1.29414,1.29414,1.29399,1.29405,1.29435,1.29435,1.29415,1.29415
02:00.0,1.29405,1.2941,1.29385,1.29395,1.29415,1.29425,1.29405,1.29425
03:00.0,1.29395,1.29404,1.29387,1.29395,1.29425,1.29425,1.29405,1.29405
04:00.0,1.29395,1.29403,1.29387,1.294,1.29405,1.29408,1.29397,1.29404
05:00.0,1.294,1.2941,1.29388,1.29407,1.29404,1.29417,1.29397,1.29417
06:00.0,1.29407,1.29415,1.29404,1.29408,1.29417,1.29425,1.29412,1.29417
08:00.0,1.29408,1.29415,1.29405,1.29415,1.29417,1.29423,1.29417,1.29421
09:00.0,1.29415,1.29415,1.29413,1.29413,1.29421,1.29424,1.29421,1.29424
10:00.0,1.29413,1.29425,1.29413,1.29425,1.29424,1.29435,1.29424,1.29435
11:00.0,1.29425,1.29443,1.29415,1.29425,1.29435,1.2945,1.29426,1.29434
12:00.0,1.29425,1.2944,1.29425,1.29434,1.29434,1.29446,1.29434,1.29445
13:00.0,1.29434,1.29436,1.29421,1.29436,1.29445,1.29446,1.29426,1.29446
14:00.0,1.29436,1.29446,1.29436,1.29444,1.29446,1.29453,1.29445,1.29453
15:00.0,1.29444,1.29451,1.29438,1.29445,1.29453,1.29463,1.29448,1.29456
16:00.0,1.29445,1.29445,1.29442,1.29442,1.29456,1.29456,1.29455,1.29455
17:00.0,1.29442,1.29465,1.29432,1.29433,1.29455,1.29472,1.29443,1.29443
18:00.0,1.29433,1.29445,1.29433,1.29445,1.29443,1.29454,1.29443,1.29454
19:00.0,1.29445,1.29445,1.29413,1.29415,1.29454,1.29454,1.29423,1.29423
20:00.0,1.29415,1.29417,1.29388,1.29417,1.29423,1.29429,1.29392,1.29429
21:00.0,1.29417,1.29425,1.29411,1.29425,1.29429,1.29434,1.29425,1.29434
22:00.0,1.29425,1.29425,1.2941,1.2941,1.29434,1.29434,1.29424,1.29424
23:00.0,1.2941,1.29411,1.2941,1.29411,1.29424,1.29424,1.29422,1.29422
24:00.0,1.29411,1.29431,1.29411,1.29425,1.29422,1.29439,1.29422,1.29427
25:00.0,1.29425,1.29451,1.29415,1.29428,1.29427,1.29464,1.29426,1.29435
26:00.0,1.29428,1.29444,1.29425,1.29442,1.29435,1.29449,1.29435,1.29449
27:00.0,1.29442,1.29442,1.29425,1.29435,1.29449,1.29449,1.29432,1.29435
28:00.0,1.29435,1.29435,1.29396,1.29398,1.29435,1.29443,1.29403,1.29409
29:00.0,1.29398,1.29408,1.29394,1.294,1.29409,1.29417,1.294,1.29412
30:00.0,1.294,1.29406,1.29363,1.29377,1.29412,1.29426,1.29373,1.29387
31:00.0,1.29377,1.29427,1.29353,1.29405,1.29387,1.29437,1.29362,1.29416
32:00.0,1.29405,1.29419,1.29403,1.29417,1.29416,1.29425,1.29415,1.29424
